level_0,level_1,level_2,level_3,level_4
0.0,0.007088777219430485,0.008172607879924952,0.023866826156299842,0.5793262327416173
1.0,0.9424284444444444,0.9383560000000001,0.8979773182121416,0.7938089458305236
0.0,0.06133333333333333,0.066,0.11533333333333333,0.698
0.0,0.06133333333333333,0.066,0.11533333333333333,0.698
